dataset,sample_id,duration_group,error_rate,metric,hypothesis,reference,reference_full,error_rate_corrected
aishell1,aishell1_S0041_01,very_long,0.1217,CER,库存价格涨跌幅不均衡的局面因此大部分企业在接下来的三个多月都要加快销售速度大部分企业年度销售任务完成率为50%左右都需要加快销售节奏否则完成年度目标的可能性较小从8月房地产市场销售数据来看我们下期再见,库存价格涨跌幅不均衡局面因此大部分企业在接下来的三个多月都要加快销售速度大部分企业年度销售任务完成率为百分之五十左右都需要加快销售节奏否则完成年度目标的可能性较小从八月房地产市场销售数据来看,库存价格涨跌幅不均衡局面因此大部分企业在接下来的三个多月都要加快销售速度大部分企业年度销售任务完成率为百分之五十左右都需要加快销售节奏否则完成年度目标的可能性较小从八月房地产市场销售数据来看,0.1368
aishell1,aishell1_S0042_01,very_long,0.1256,CER,在未来不足两个月的业绩收官时间内多数房企都在搞跨界营销力争提高年度销售目标完成率仅从今年10月份单月销售额来看上述21家房企表现要比金酒好其10月份单月合计销售额为1093亿元与9月份实现的952亿元销售额相比,在未来不足两个月的业绩收官时间内多数房企都在搞跨界营销力争提高年度销售目标完成率仅从今年十月份单月销售额来看上述二十一家房企表现要比金九好其十月份单月合计销售额为一千零九十三亿元与九月份实现的九百五十二亿元销售额相比,在未来不足两个月的业绩收官时间内多数房企都在搞跨界营销力争提高年度销售目标完成率仅从今年十月份单月销售额来看上述二十一家房企表现要比金九好其十月份单月合计销售额为一千零九十三亿元与九月份实现的九百五十二亿元销售额相比,0.1852
aishell1,aishell1_S0043_01,very_long,0.0442,CER,而本轮国企改革顶层意见的出台无疑将加快房地产国企改革的步伐与多数公司采取母公司资产注入子公司不同的是招商系选择了母公司合并子公司的方案招商系地产的重组被称无先例重组招商地产将随之退市好久不見,而本轮国企改革顶层意见的出台无疑将加快房地产国企改革的步伐与多数公司采取母公司资产注入子公司不同的是招商系选择了母公司合并子公司的方案招商系地产的重组被称无先例重组招商地产将随之退市,而本轮国企改革顶层意见的出台无疑将加快房地产国企改革的步伐与多数公司采取母公司资产注入子公司不同的是招商系选择了母公司合并子公司的方案招商系地产的重组被称无先例重组招商地产将随之退市,0.044
aishell1,aishell1_S0044_01,very_long,0.0269,CER,华侨城在此轮国企改革中积极尝试未来整体效率将优化和提速招商地产酝酿了7年的股票期权首次授予计划公布同属招商局旗下的招商银行推出了61亿员工持股计划据招商地产内部人员事透露在上述股权激励的基础下公司内部管理层激励新计划也在制定中,华侨城在此轮国企改革中积极尝试未来整体效率将优化和提速招商地产酝酿了七年的股票期权首次授予计划公布同属招商局旗下的招商银行推出了六十亿员工持股计划据招商地产内部人士透露在上述股权激励的基础下公司内部管理层激励新计划也在制定中,华侨城在此轮国企改革中积极尝试未来整体效率将优化和提速招商地产酝酿了七年的股票期权首次授予计划公布同属招商局旗下的招商银行推出了六十亿员工持股计划据招商地产内部人士透露在上述股权激励的基础下公司内部管理层激励新计划也在制定中,0.0446
aishell1,aishell1_S0045_01,very_long,0.0955,CER,"虽然自去年起房企融资再度开闸,但房企海外融资渠道不称,共募集资金约和人民币570亿元。在分化加剧的背景下行业并购重组的步伐正在加快房地产业并购案力高达257宗",虽然自去年起房企融资再度开闸但房企海外融资渠道不畅共募集资金约合人民币五百七十亿元在分化加剧的背景下行业并购重组的步伐正在加快房地产业并购案例高达二百五十七宗,虽然自去年起房企融资再度开闸但房企海外融资渠道不畅共募集资金约合人民币五百七十亿元在分化加剧的背景下行业并购重组的步伐正在加快房地产业并购案例高达二百五十七宗,0.1519
aishell1,aishell1_S0046_01,very_long,0.1105,CER,平均消化周期18个月库存消化周期是库存存量与前三月销售周期的比值高于18个月呈现供过于求低于6个月则供不应求24个重点监测城市中14个城市库存周期超过18个月烟台高达43.4个月,平均消化周期十八个月库存消化周期是库存存量与前三月销售周期的比值高于十八个月呈现供过于求低于六个月则供不应求二十四个重点监测城市中十四个城市库存周期超过十八个月烟台高达四十三点四个月,平均消化周期十八个月库存消化周期是库存存量与前三月销售周期的比值高于十八个月呈现供过于求低于六个月则供不应求二十四个重点监测城市中十四个城市库存周期超过十八个月烟台高达四十三点四个月,0.1868
aishell1,aishell1_S0047_01,very_long,0.0124,CER,5家房企预告净利润亏损剔除数据公布不全的房企后按照预告净利润同比增长下限来看净利润同比上升企业为9家房地产市场持续下行不少房企迫于资金压力均采取以价换量的销售策略,五家房企预告净利润亏损剔除数据公布不全的房企后按照预告净利润同比增长下限来看净利润同比上升企业为九家房地产市场持续下行不少房企迫于资金压力均采取以价换量的销售策略,五家房企预告净利润亏损剔除数据公布不全的房企后按照预告净利润同比增长下限来看净利润同比上升企业为九家房地产市场持续下行不少房企迫于资金压力均采取以价换量的销售策略,0.0247
aishell1,aishell1_S0048_01,very_long,0.1657,CER,"中新网4月17日电上海大宁经贸府举行升筹活动项目销售现场再次人筹传动自3月7日认筹以来已超1000组筹量大宁经贸府再次成为市场和行业关注焦点据悉,象将于本周末首次开盘推示282套方圆",中新网四月十七日电上海大宁金茂府举行升筹活动项目销售现场再次人头攒动自三月七日认筹以来已超一千组筹量大宁金茂府再次成为市场和行业关注焦点据悉项目将于本周末首次开盘推市二百八十二套房源,中新网四月十七日电上海大宁金茂府举行升筹活动项目销售现场再次人头攒动自三月七日认筹以来已超一千组筹量大宁金茂府再次成为市场和行业关注焦点据悉项目将于本周末首次开盘推市二百八十二套房源,0.2747
aishell1,aishell1_S0049_01,very_long,0.0966,CER,我们预计未来房价更有可能稳中有升具备开发能力和规模优势的企业获能领先一步28家上市房企公布融资计划合计融资高达1397亿元恒大地产集团有限公司披露公司已发行第二批境内公司债券总规模为人民币150亿元,我们预计未来房价更有可能稳中有升具备开发能力和规模优势的企业或能领先一步二十八家上市房企公布融资计划合计融资高达一千三百九十七亿元恒大地产集团有限公司披露公司已发行第二批境内公司债券总规模为人民币一百五十亿元,我们预计未来房价更有可能稳中有升具备开发能力和规模优势的企业或能领先一步二十八家上市房企公布融资计划合计融资高达一千三百九十七亿元恒大地产集团有限公司披露公司已发行第二批境内公司债券总规模为人民币一百五十亿元,0.1442
aishell1,aishell1_S0050_01,very_long,0.1644,CER,继2009年发行境内企业债之后龙湖再次登陆境内公司债券市场其21亿元五年期的公司债券最终确定的票面利率为4.6%新年期20亿元债券的票面利率亦低至4%据中国指数研究院监测上述28家企业债券融资平均融资成本仅为1%,继二零零九年发行境内企业债之后龙湖再次登陆境内公司债券市场其二十亿元五年期的公司债券最终确定的票面利率为百分之四点六七年期二十亿元债券的票面利率亦低至百分之四据中国指数研究院监测上述二十八家企业债券融资平均融资成本仅为百分之一,继二零零九年发行境内企业债之后龙湖再次登陆境内公司债券市场其二十亿元五年期的公司债券最终确定的票面利率为百分之四点六七年期二十亿元债券的票面利率亦低至百分之四据中国指数研究院监测上述二十八家企业债券融资平均融资成本仅为百分之一,0.2301
aishell1,aishell1_S0051_01,very_long,0.1908,CER,最刚涨幅为1%最低位下降1%中新网3月18日电2月份66个城市新房房价环比下降中新网3月18日电70个大中城市中价格下降的城市有66个四个一线城市中仅深圳保持上涨,最高涨幅为百分之一最低为下降百分之一中新网三月十八日电二月份六十六个城市新房房价环比下降中新网三月十八日电七十个大中城市中价格下降的城市有六十六个四个一线城市中仅深圳保持上涨,最高涨幅为百分之一最低为下降百分之一中新网三月十八日电二月份六十六个城市新房房价环比下降中新网三月十八日电七十个大中城市中价格下降的城市有六十六个四个一线城市中仅深圳保持上涨,0.2874
aishell1,aishell1_S0052_01,very_long,0.0364,CER,二月份房价同比仍在下降新房和二手房均有60个城市出现下跌新房价格有一成持平二手房价格有一成上涨二月份房价走势仍延续下行的势头这主要受春节楼市淡季影响及楼市高库团带影响,二月份房价同比仍在下降新房和二手房均有六十个城市出现下跌新房价格有一城持平二手房价格有一城上涨二月份房价走势仍延续下行的势头这主要受春节楼市淡季影响及楼市高库存的影响,二月份房价同比仍在下降新房和二手房均有六十个城市出现下跌新房价格有一城持平二手房价格有一城上涨二月份房价走势仍延续下行的势头这主要受春节楼市淡季影响及楼市高库存的影响,0.0723
aishell1,aishell1_S0053_01,very_long,0.0109,CER,把中国指数研究院数据显示全国出让金排名前二十城市成交总额为五百亿元较去年同期跌幅过半上榜门槛仅为十一亿元排第八位尽管排名前二十城市成交总额较去年同期跌幅过半但无锡长洲等城市土地交易活跃,把中国指数研究院数据显示全国出让金排名前二十城市成交总额为五百亿元较去年同期跌幅过半上榜门槛仅为十一亿元排第八位尽管排名前二十城市成交总额较去年同期跌幅过半但无锡常州等城市土地交易活跃,把中国指数研究院数据显示全国出让金排名前二十城市成交总额为五百亿元较去年同期跌幅过半上榜门槛仅为十一亿元排第八位尽管排名前二十城市成交总额较去年同期跌幅过半但无锡常州等城市土地交易活跃,0.0217
aishell1,aishell1_S0054_01,very_long,0.0,CER,今年的金四银五将如期而至新政将提振二季度成交量三月末央行财政部等部委新政出台直接促使刚需购房者和改善性购房者按揭贷款门槛降低这使得购房积极性得以提高从目前各大机构的房价指标看,今年的金四银五将如期而至新政将提振二季度成交量三月末央行财政部等部委新政出台直接促使刚需购房者和改善性购房者按揭贷款门槛降低这使得购房积极性得以提高从目前各大机构的房价指标看,今年的金四银五将如期而至新政将提振二季度成交量三月末央行财政部等部委新政出台直接促使刚需购房者和改善性购房者按揭贷款门槛降低这使得购房积极性得以提高从目前各大机构的房价指标看,0.0
aishell1,aishell1_S0055_01,very_long,0.0,CER,对开发商资金链形成挑战如果做刚需 楼盘利润很低豪宅纷纷入市 竞争也很激烈某港资上市房企相关负责人对记者表示尽管目前市场释放出的信号不错但四季度仍不会放松部分房企上半年表现不佳全年要达标有一定压力,对开发商资金链形成挑战如果做刚需楼盘利润很低豪宅纷纷入市竞争也很激烈某港资上市房企相关负责人对记者表示尽管目前市场释放出的信号不错但四季度仍不会放松部分房企上半年表现不佳全年要达标有一定压力,对开发商资金链形成挑战如果做刚需楼盘利润很低豪宅纷纷入市竞争也很激烈某港资上市房企相关负责人对记者表示尽管目前市场释放出的信号不错但四季度仍不会放松部分房企上半年表现不佳全年要达标有一定压力,0.0211
aishell1,aishell1_S0056_01,very_long,0.0945,CER,联合数字100市场研究公司调查结果显示交房后物业配套停车位等问题也较常见选择此项的网友约占18%中心网房产频道调查中有10%的网友认为遇到黑中介是造成买房时纠纷的主要原因选择此项纠纷的受访者占比最大,联合数字一百市场研究公司调查结果显示交房后物业配套停车位等问题也较常见选择此项的网友约占百分之十八中新网房产频道调查中有百分之十的网友认为遇到黑中介是造成买房时纠纷的主要原因选择此项纠纷的受访者占比最大,联合数字一百市场研究公司调查结果显示交房后物业配套停车位等问题也较常见选择此项的网友约占百分之十八中新网房产频道调查中有百分之十的网友认为遇到黑中介是造成买房时纠纷的主要原因选择此项纠纷的受访者占比最大,0.1287
aishell1,aishell1_S0057_01,very_long,0.0047,CER,"耕地红线不能突破,农民利益不能受损曾有业内专家乐观预测征补标准将在现有的基础上提高十多倍而一位国土部官员公开的说法是这纯属对土地改革的曲解、误读甚至有恶意炒作的嫌疑中农办副主任韩骏也曾表示征地补偿提高十倍的说法不靠谱",耕地红线不能突破农民利益不能受损曾有业内专家乐观预测征补标准将在现有的基础上提高十多倍而一位国土部官员公开的说法是这纯属对土地改革的曲解误读甚至有恶意炒作的嫌疑中农办副主任韩俊也曾表示征地补偿提高十倍的说法不靠谱,耕地红线不能突破农民利益不能受损曾有业内专家乐观预测征补标准将在现有的基础上提高十多倍而一位国土部官员公开的说法是这纯属对土地改革的曲解误读甚至有恶意炒作的嫌疑中农办副主任韩俊也曾表示征地补偿提高十倍的说法不靠谱,0.0094
aishell1,aishell1_S0058_01,very_long,0.057,CER,新一轮土地改革试点已经公布小产权房转正再次化为泡影房地产市场连续回暖上海一居房地产研究院统计数据显示截止2015年6月份6月份存销比虽略有上升一居研究员王小燕表示全国市场居库存的效果已经初步体现,新一轮土地改革试点已经公布小产权房转正再次化为泡影房地产市场连续回暖上海易居房地产研究院统计数据显示截至二零一五年六月份六月份存销比虽略有上升易居研究员王晓燕表示全国市场去库存的效果已经初步体现,新一轮土地改革试点已经公布小产权房转正再次化为泡影房地产市场连续回暖上海易居房地产研究院统计数据显示截至二零一五年六月份六月份存销比虽略有上升易居研究员王晓燕表示全国市场去库存的效果已经初步体现,0.1134
aishell1,aishell1_S0059_01,very_long,0.1549,CER,2014年全国商品住宅房价收入比为7.1与2013年的7.3相比2014年房价收入比再度下降延续了2010年以来的下降趋势从房价收入比的绝对水平看以接近6-7的合理区间主要是受2014年楼市降温导致房价增幅大幅收窄,二零一四年全国商品住宅房价收入比为七点一与二零一三年的七点三相比二零一四年房价收入比再度下降延续了二零一零年以来的下降趋势从房价收入比的绝对水平看已接近六到七的合理区间主要是受二零一四年楼市降温导致房价增幅大幅收窄,二零一四年全国商品住宅房价收入比为七点一与二零一三年的七点三相比二零一四年房价收入比再度下降延续了二零一零年以来的下降趋势从房价收入比的绝对水平看已接近六到七的合理区间主要是受二零一四年楼市降温导致房价增幅大幅收窄,0.2804
aishell1,aishell1_S0060_01,very_long,0.153,CER,截至2015年1月底环比增幅为0.1%同比增幅为0.3%一居研究员王小燕指出库存连续下跌5个月并非偶然现象一方面和近期市场成交量总体活跃有关对于一些三四线城市和部分二线城市来说,截至二零一五年一月底环比增幅为百分之零点一同比增幅为百分之零点三易居研究员王晓燕指出库存连续下跌五个月并非偶然现象一方面和近期市场成交量总体活跃有关对于一些三四线城市和部分二线城市来说,截至二零一五年一月底环比增幅为百分之零点一同比增幅为百分之零点三易居研究员王晓燕指出库存连续下跌五个月并非偶然现象一方面和近期市场成交量总体活跃有关对于一些三四线城市和部分二线城市来说,0.2174
aishell1,aishell1_S0061_01,very_long,0.0347,CER,回款不利等资金压力这些土地储备以及去年推迟入市的项目很快将进入市场届时库存量将再度被推高房企的普遍共识是加快去库存而大部分城市楼市的去库存压力是有增无减的截至2015年1月底,回款不力等资金压力这些土地储备以及去年推迟入市的项目很快将进入市场届时库存量将再度被推高房企的普遍共识是加快去库存而大部分城市楼市的去库存压力是有增无减的截至二零一五年一月底,回款不力等资金压力这些土地储备以及去年推迟入市的项目很快将进入市场届时库存量将再度被推高房企的普遍共识是加快去库存而大部分城市楼市的去库存压力是有增无减的截至二零一五年一月底,0.069
aishell1,aishell1_S0062_01,extra_long,0.0967,CER,同比增长19.1%31个城市库存出现同比增长现象上海一居房地产研究院研究员王晓燕点示一线城市楼市库存环比下跌0.9%35个城市的库存量仍需15.6个月才能消化完存销比环比有所上升是暂时性的在各类利好政策相继释放的刺激下房地产市场后期去库存速度将加快从衡量去库存速度的存销比指标可以看出这体现了各类就市政策效力在显现预计三月份随着供需双方入市节奏的加快各大城市去库存速度仍有望继续加快,同比增长百分之十九点一三十一个城市库存出现同比增长现象上海易居房地产研究院研究员王晓燕扁示一线城市楼市库存环比下跌百分之零点九三十五个城市的库存量仍需十五点六个月才能消化完存销比环比有所上升是站时性的在各类利好政策相继释放的刺激下房地产市场,同比增长百分之十九点一三十一个城市库存出现同比增长现象上海易居房地产研究院研究员王晓燕扁示一线城市楼市库存环比下跌百分之零点九三十五个城市的库存量仍需十五点六个月才能消化完存销比环比有所上升是站时性的在各类利好政策相继释放的刺激下房地产市场后期去库存速度将加快从衡量去库存速度的存销比指标可以看出这体现了各类救市政策效力在显现预计三月份随着供需双方入市节奏的加快各大城市去库存速度仍有望继续加快,0.1371
aishell1,aishell1_S0063_01,extra_long,0.092,CER,所以此类新增供应得到了有效消化库存则处于高位盘整的状态即上半年去库存速度持续放缓而在下半年则持续加快2010年到2014年5年期间35个城市均呈现供大于求的态势供求两方的入市节奏加快成交量的上升力度更大呈现了供销两网的良好态势供求双方的入市节奏要低于2013年但相比2010年到2012年要好35层楼市的库存规模整体上一直处于攀升态势,所以此类新增供应得到了有效消化库存则处于高位盘整的状态即上半年去库存速度持续放缓而在下半年则持续加快二零一零年到二零一四年五年期间三十五个城市均呈现供大于求的态势供求两方的入市节奏加快成交量的上升力度更大呈现了供销两旺的良好态势供求双方的入,所以此类新增供应得到了有效消化库存则处于高位盘整的状态即上半年去库存速度持续放缓而在下半年则持续加快二零一零年到二零一四年五年期间三十五个城市均呈现供大于求的态势供求两方的入市节奏加快成交量的上升力度更大呈现了供销两旺的良好态势供求双方的入市节奏要低于二零一三年但相比二零一零年到二零一二年要好三十五城楼市的库存规模整体上一直处于攀升态势,0.1716
aishell1,aishell1_S0064_01,extra_long,0.113,CER,确实侵蚀了不少房企的净利润在这36家已经公布2014年报业继预警的企业中三家续盈续亏企业为东方银星在7家业绩亏损的企业中预计首亏额度最高的是阳光股份预计亏损5.4亿元下降380%融丰控股净利润变动幅度最大而且该企业是业绩首亏企业融丰控股预告净利润变动而对业绩变动的原因房地产市场整动需求放缓好,确实侵蚀了不少房企的净利润在这三十六家已经公布二零一五四年年报业绩预警的企业中三家续盈续亏企业为东方银星在七家业绩亏损的企业中预计首亏额度最高的是阳光股份预计亏损五点四亿元下降百分之三百八荣丰控股净利润变动幅度最大而且该企业是是业绩首亏企业,确实侵蚀了不少房企的净利润在这三十六家已经公布二零一五四年年报业绩预警的企业中三家续盈续亏企业为东方银星在七家业绩亏损的企业中预计首亏额度最高的是阳光股份预计亏损五点四亿元下降百分之三百八荣丰控股净利润变动幅度最大而且该企业是是业绩首亏企业荣丰控股预告净利润变动而对业绩变动的原因房地产市场整栋需求放缓,0.1656
aishell1,aishell1_S0065_01,extra_long,0.0274,CER,三十七点七零二零一五三十七点七零二零一五二零一五年八月六日美乐乐总裁袁博颖宣布辞职自二零一五年五月以来的三个多月里已经有至少十三名高管从所任职的家居企业离职这些离职的高管要么远调透露去向要么以个人原因搪塞而一个观点却认为家居行业没前途了有本事的职业经理人选择逃离行业真的到了能让人嫌弃的地步吗现象高管评报离职新闻8月6日家居电商平台梅乐乐肯定了总统袁博英离职这一传言,三十七点七零二零一五三十七点七零二零一五二零一五年八月六日美乐乐总裁袁伯银宣布辞职自二零一五年五月以来的三个多月里已经有至少十三名高管从所任职的家居企业离职这些离职的高管要么远调透露去向要么以个人原因搪塞而一个观点却认为家居行业没前途了有本,三十七点七零二零一五三十七点七零二零一五二零一五年八月六日美乐乐总裁袁伯银宣布辞职自二零一五年五月以来的三个多月里已经有至少十三名高管从所任职的家居企业离职这些离职的高管要么远调透露去向要么以个人原因搪塞而一个观点却认为家居行业没前途了有本事的职业经理人选择逃离行业真的到了能让人嫌弃的地步吗现象高管频曝离职新闻八月六日家居电商平台美乐乐肯定了总裁袁伯银离职这一传言,0.0546
aishell1,aishell1_S0066_01,extra_long,0.0364,CER,让有能带的职业经理人不得不选择逃离吗?近期公布的家居上市公司中报显示企业的成长性并不低家居行业与惨字靠不上边两家爆出高管出走的上市企业年终爆飘红使家居行业没前途了有本事的职业经理人选择逃离的畅栓类调不攻自破家居业是一个大行业小企业的超洋产业存在着巨大的市场整合空间目前家居业管理和服务欠缺同时也意味着家居业存在着巨大的提升空间汪林鹏在居然之家16周年庆典上表达了自己对行业发展的乐观预计,让有能耐的职业经理人不得不选择逃离吗近期公布的家居上市公司中报显示企业的成长性并不低家居行业与惨字靠不上边儿两家曝出高管出走的上市企业年中报飘红使家居行业没前途了有本事的职业经理人选择逃离的唱衰论调不攻自破家居业是一个大行业小企业的朝阳产业,让有能耐的职业经理人不得不选择逃离吗近期公布的家居上市公司中报显示企业的成长性并不低家居行业与惨字靠不上边儿两家曝出高管出走的上市企业年中报飘红使家居行业没前途了有本事的职业经理人选择逃离的唱衰论调不攻自破家居业是一个大行业小企业的朝阳产业存在着巨大的市场整合空间目前家居业管理和服务欠缺同时也意味着家居业存在着巨大的提升空间汪林朋在居然之家十六周年庆典上表达了自己对行业发展的乐观预计,0.0674
aishell1,aishell1_S0067_01,extra_long,0.006,CER,选择不同价位的模板、画设计还能享受更加绿色、舒适、适宜健康的生活当前国家正大力推动绿色建筑的发展要求推行产业化住宅谈到以卓达为代表的绿色化建房模式建筑业、建材业的发展状况直接影响着住宅产业化水平国家大力倡导住宅产业、建筑业、建材业的技术创新用最经济的现代化方式建造绿色节能住宅着达新材工厂化、生产制造现场模块化、组装建造、房屋技术是对住宅建造技术的创新,选择不同价位的模板化设计还能享受更加绿色舒适适宜健康的生活当前国家正大力推动绿色建筑的发展要求推行产业化住宅谈到以卓达为代表的绿色化建房模式建筑业建材业的发展状况直接影响着住宅产业化水平国家大力倡导住宅产业建筑业建材业的技术创新用最经济的现,选择不同价位的模板化设计还能享受更加绿色舒适适宜健康的生活当前国家正大力推动绿色建筑的发展要求推行产业化住宅谈到以卓达为代表的绿色化建房模式建筑业建材业的发展状况直接影响着住宅产业化水平国家大力倡导住宅产业建筑业建材业的技术创新用最经济的现代化方式建造绿色节能住宅卓达新材工厂化生产制造现场模块化组装建造房屋技术是对住宅建造技术的创新,0.012
aishell1,aishell1_S0068_01,extra_long,0.0361,CER,二十大房企三月上旬仅恒大获得三月北京楼市预计30盘入市北京楼市将营供应小高峰北京楼市预计有30个项目入市与去年同期32个项目基本持平两极化现象更为明朗中低端项目定价稳中下滑高端项目的定价持续走高三月起楼市月供应逐渐上升业内人士称相关公司股票走势首开股份从楼市的季节供应周期来看新的销售季一般均从三月开始,二十大房企三月上旬仅恒大获得了三月北京楼市预计三十盘入市北京楼市将迎供应小高峰北京楼市预计有三十个项目入市与去年同期三十二个项目基本持平两极化现象更为明朗中低端项目定价稳中下滑高端项目的定价持续走高三月起楼市月供应逐渐上升业内人士称相关公司,二十大房企三月上旬仅恒大获得了三月北京楼市预计三十盘入市北京楼市将迎供应小高峰北京楼市预计有三十个项目入市与去年同期三十二个项目基本持平两极化现象更为明朗中低端项目定价稳中下滑高端项目的定价持续走高三月起楼市月供应逐渐上升业内人士称相关公司股票走势首开股份从楼市的季节供应周期来看新的销售季一般均从三月开始,0.0588
aishell1,aishell1_S0069_01,extra_long,0.105,CER,但随着假期结束以及降息的刺激三月下半月市场有望告别签约淡季部分城市会出现小阳春现象房地产政策放松趋势已确定增加了购房者入市席心尤其是对于市场基本面较好的区域一线代表城市涨幅较大环比上涨62.4%除三线代表城市同比上涨7.9%外一二线代表城市均有所下降二线代表城市降幅较为明显为60.3%重庆、上海和长沙仍为重点城市累计成交面积前三名,但随着假期结束以及降息的刺激三月下半月市场有望告别签约淡季部分城市或出现小阳春现象房地产政策放松趋势已确定增加了购房者入市信心尤其是对于市场基本面较好的区域一线代表城市涨幅较大环比上涨百分之六十二点四除三线代表城市同比上涨百分之七点九外一二,但随着假期结束以及降息的刺激三月下半月市场有望告别签约淡季部分城市或出现小阳春现象房地产政策放松趋势已确定增加了购房者入市信心尤其是对于市场基本面较好的区域一线代表城市涨幅较大环比上涨百分之六十二点四除三线代表城市同比上涨百分之七点九外一二线代表城市均有所下降二线代表城市降幅较为明显为百分之六十点三重庆上海和长沙仍为重点城市累计成交面积前三名,0.1337
aishell1,aishell1_S0070_01,extra_long,0.1388,CER,其新建筑宅销售均价下跌幅度空间较大跌幅为0.11%中国房地产数据研究院执行院长陈茂认为相对于三四线城市一二线城市的房价回南预期更高北京上海等地区在今年六月份左右价格会有所上调新政促进楼市平稳发展据中原地产研究中心统计数据显示全国主要54个城市成交快速复苏成交量达到22.84万套环比上涨幅度高达80.64%与2014年同期的21.6万套相比,其新建住宅销售均价下跌幅度空间较大跌幅为百分之零点一一中国房地产数据研究院执行院长陈冒认为相对于三四线城市一二线城市的房价回暖预期更高北京上海等地区在今年六月份左右价格会有所上调新政促进楼市平稳发展据中原地产研究中心统计数据显示全国主要五十,其新建住宅销售均价下跌幅度空间较大跌幅为百分之零点一一中国房地产数据研究院执行院长陈冒认为相对于三四线城市一二线城市的房价回暖预期更高北京上海等地区在今年六月份左右价格会有所上调新政促进楼市平稳发展据中原地产研究中心统计数据显示全国主要五十四个城市成交快速复苏成交量达到二十二点八四万套环比上涨幅度高达百分之八十点六四与二零一四年同期的二十一点六万套相比,0.2034
aishell1,aishell1_S0071_01,extra_long,0.0614,CER,房企采取积极销售策略尽管百成住宅均价仍小幅下跌据中国指数研究院的分析显示两会积极表态稳定房地产消费部分政策宽松程度甚至接近2009年促进房地产市场稳定发展与房地产相关的各类文消费政策已基本完备若各城市能够切实落实和执行将有力刺激市场去化促进楼市平稳健康发展环比小幅下跌0.15%一线城市中上海和深圳环比上涨中新网4月1日电影今日41亿元地产项目集中挂牌目前有多个房地产公司股权正在挂牌转让,房企采取积极销售策略尽管百城住宅均价仍小幅下跌据中国指数研究院的分析显示两会积极表态稳定房地产消费部分政策宽松程度甚至接近二零零九年促进房地产市场稳定发展与房地产相关的各类稳消费政策已基本完备若各城市能够切实落实和执行将有力刺激市场去化促进,房企采取积极销售策略尽管百城住宅均价仍小幅下跌据中国指数研究院的分析显示两会积极表态稳定房地产消费部分政策宽松程度甚至接近二零零九年促进房地产市场稳定发展与房地产相关的各类稳消费政策已基本完备若各城市能够切实落实和执行将有力刺激市场去化促进楼市平稳健康发展环比小幅下跌百分之零点一五一线城市中上海和深圳环比上涨中新网四月一日电今日四十一亿元地产项目集中挂牌目前有多个房地产公司股权正在挂牌转让,0.0969
aishell1,aishell1_S0072_01,extra_long,0.0324,CER,二三期项目尚未开发未交付土地包括五户企业及二户养殖户占地面积约一万两千平方米近期今与当地政府沟通剩余部分由各开发公司自行负担预计截止2014年辽宁成员应负担的安置补偿费为二千零五十万元不得向出让方追索任何责任点击进入股友会参与讨论中正网目前有多个房地产公司股权正在挂牌转让上海豪权房地产有限公司房地产行业如今的景气度与此前相比已不可同日而语,二三期项目尚未开发未交付土地包括五户企业及二户养殖户占地面积约一万两千平方米近期经与当地政府沟通剩馀部分由各开发公司自行负担预计截至二零一四年辽宁成源应负担的安置补偿费为二千零五十万元不得向出让方追索任何责任点击进入股友会参与讨论中证网目前,二三期项目尚未开发未交付土地包括五户企业及二户养殖户占地面积约一万两千平方米近期经与当地政府沟通剩馀部分由各开发公司自行负担预计截至二零一四年辽宁成源应负担的安置补偿费为二千零五十万元不得向出让方追索任何责任点击进入股友会参与讨论中证网目前有多个房地产公司股权正在挂牌转让上海濠泉房地产有限公司房地产行业如今的景气度与此前相比已不可同日而语,0.0647
aishell1,aishell1_S0073_01,extra_long,0.0254,CER,"房地产占居民大类投资产配,至比例将会上升,在货币政策维持宽松背景下,该券商对地产行业保持乐观预期。目前,广东部分银行执行的手套房贷首付比例已经下调,并且这个政策的执行还有不断扩散的趋势。中原地产首席分析师张大伟对媒体公开称近月来还有诸如24个省份出台户籍改革方案大多分析师还是显得比较谨慎多重利好政策驱动下房地产九月迎来暂时性回了一线和少数二线城市的房价可能会明显上升但难以扭转目前房地产市场的整体趋势广大三四线城市仍将维持以下换量的去库存现象",房地产占居民大类投资产配置比例将会上升在货币政策维持宽松背景下该劵商对地产行业保持乐观预期目前广东部分银行执行的首套房贷首付比例已经下调并且这个政策的执行还有不断扩散的趋势中原地产首席分析师张大伟对媒体公开称近月来还有诸如二十四个省份出台户,房地产占居民大类投资产配置比例将会上升在货币政策维持宽松背景下该劵商对地产行业保持乐观预期目前广东部分银行执行的首套房贷首付比例已经下调并且这个政策的执行还有不断扩散的趋势中原地产首席分析师张大伟对媒体公开称近月来还有诸如二十四个省份出台户籍改革方案大多分析师还是显得比较谨慎多重利好政策驱动下房地产九月迎来暂时性回暖一线和少数二线城市的房价可能会明显上升但难以扭转目前房地产市场的整体趋势广大三四线城市仍仍将维持以价换量的去库存现象,0.0415
